아파트,건축년도,층,전용면적,거래금액,주소,Latitude,Longitude,근처역(m),인구수,외국인수,크기(km^2),외국인 비율,근처 초등학교
프라지움5차,2015,6,15.085675,12500,성정동 1317,36.8298316,127.1406691,855.0546928,27776,1870,2.07,0.067324309,711.7341144
프라지움3차,2014,6,7.47510775,4600,성정동 1322,36.8288021,127.1409267,901.0795104,27776,1870,2.07,0.067324309,630.214474
프라지움3차,2014,11,5.97113825,4300,성정동 1322,36.8288021,127.1409267,901.0795104,27776,1870,2.07,0.067324309,630.214474
천안역우방아이유쉘,2018,9,25.71174375,24000,성정동 1562,36.8177648,127.1493821,881.0367208,27776,1870,2.07,0.067324309,497.951231
천안역우방아이유쉘,2018,16,25.712137,31000,성정동 1562,36.8177648,127.1493821,881.0367208,27776,1870,2.07,0.067324309,497.951231
스위스캐슬,2012,11,7.4641875,4600,성정동 1453,36.8268869,127.1413211,1022.235566,27776,1870,2.07,0.067324309,435.5603434
프라지움7차,2016,8,9.56011925,8150,성정동 1345,36.8287224,127.1417448,850.7371938,27776,1870,2.07,0.067324309,640.3620757
프라지움7차,2016,9,9.22561475,8000,성정동 1345,36.8287224,127.1417448,850.7371938,27776,1870,2.07,0.067324309,640.3620757
프라지움7차,2016,9,9.56011925,8000,성정동 1345,36.8287224,127.1417448,850.7371938,27776,1870,2.07,0.067324309,640.3620757
학산리젠다빌3차,2016,9,14.220525,10000,성정동 1438,36.8261683,127.1413283,1083.132355,27776,1870,2.07,0.067324309,362.8795062
학산리젠다빌3차,2016,7,14.220525,10000,성정동 1438,36.8261683,127.1413283,1083.132355,27776,1870,2.07,0.067324309,362.8795062
백석리슈빌,2010,17,25.71107825,31000,백석동 1007,36.8325624,127.1223573,2366.656585,40187,432,4.49,0.010749745,443.2947194
백석리슈빌,2010,16,25.71132025,31000,백석동 1007,36.8325624,127.1223573,2366.656585,40187,432,4.49,0.010749745,443.2947194
백석리슈빌,2010,10,25.71107825,29000,백석동 1007,36.8325624,127.1223573,2366.656585,40187,432,4.49,0.010749745,443.2947194
백석리슈빌,2010,5,25.71107825,28800,백석동 1007,36.8325624,127.1223573,2366.656585,40187,432,4.49,0.010749745,443.2947194
백석리슈빌,2010,7,25.71107825,30000,백석동 1007,36.8325624,127.1223573,2366.656585,40187,432,4.49,0.010749745,443.2947194
백석리슈빌,2010,14,25.71107825,30000,백석동 1007,36.8325624,127.1223573,2366.656585,40187,432,4.49,0.010749745,443.2947194
백석리슈빌,2010,13,25.71132025,29500,백석동 1007,36.8325624,127.1223573,2366.656585,40187,432,4.49,0.010749745,443.2947194
백석리슈빌,2010,3,25.71132025,28500,백석동 1007,36.8325624,127.1223573,2366.656585,40187,432,4.49,0.010749745,443.2947194
백석리슈빌,2010,17,39.58288125,43000,백석동 1007,36.8325624,127.1223573,2366.656585,40187,432,4.49,0.010749745,443.2947194
백석리슈빌,2010,8,25.71107825,30000,백석동 1007,36.8325624,127.1223573,2366.656585,40187,432,4.49,0.010749745,443.2947194
백석2차아이파크,2014,10,32.28319325,53000,백석동 1178,36.8252549,127.1213913,2626.318135,40187,432,4.49,0.010749745,237.7256445
백석2차아이파크,2014,5,25.708507,50800,백석동 1178,36.8252549,127.1213913,2626.318135,40187,432,4.49,0.010749745,237.7256445
백석2차아이파크,2014,10,25.708507,38500,백석동 1178,36.8252549,127.1213913,2626.318135,40187,432,4.49,0.010749745,237.7256445
백석2차아이파크,2014,21,25.708507,50000,백석동 1178,36.8252549,127.1213913,2626.318135,40187,432,4.49,0.010749745,237.7256445
현대,1992,3,40.10545,18000,백석동 191-3,36.82159,127.1257245,2257.759563,40187,432,4.49,0.010749745,354.3112255
현대,1992,12,25.612675,15500,백석동 191-3,36.82159,127.1257245,2257.759563,40187,432,4.49,0.010749745,354.3112255
현대,1992,6,22.351725,15000,백석동 191-3,36.82159,127.1257245,2257.759563,40187,432,4.49,0.010749745,354.3112255
현대,1992,4,40.10545,20000,백석동 191-3,36.82159,127.1257245,2257.759563,40187,432,4.49,0.010749745,354.3112255
현대,1992,4,22.351725,14500,백석동 191-3,36.82159,127.1257245,2257.759563,40187,432,4.49,0.010749745,354.3112255
그린빌1차,2002,8,22.986975,23200,백석동 915,36.8220841,127.1194789,2731.681267,40187,432,4.49,0.010749745,341.7347141
그린빌1차,2002,5,25.709475,22000,백석동 915,36.8220841,127.1194789,2731.681267,40187,432,4.49,0.010749745,341.7347141
백석더샵아파트,2016,14,25.486593,41000,백석동 1193,36.8297709,127.1249171,2181.226744,40187,432,4.49,0.010749745,265.5785394
백석더샵아파트,2016,9,25.486593,44000,백석동 1193,36.8297709,127.1249171,2181.226744,40187,432,4.49,0.010749745,265.5785394
백석더샵아파트,2016,22,25.4111495,39700,백석동 1193,36.8297709,127.1249171,2181.226744,40187,432,4.49,0.010749745,265.5785394
백석더샵아파트,2016,15,25.486593,38500,백석동 1193,36.8297709,127.1249171,2181.226744,40187,432,4.49,0.010749745,265.5785394
백석더샵아파트,2016,4,25.56103825,41500,백석동 1193,36.8297709,127.1249171,2181.226744,40187,432,4.49,0.010749745,265.5785394
백석더샵아파트,2016,11,25.486593,41200,백석동 1193,36.8297709,127.1249171,2181.226744,40187,432,4.49,0.010749745,265.5785394
백석더샵아파트,2016,14,25.486593,43000,백석동 1193,36.8297709,127.1249171,2181.226744,40187,432,4.49,0.010749745,265.5785394
한성필하우스3차,2004,5,25.68724125,24850,두정동 2035,36.8343075,127.1471229,168.6810577,59715,2063,7.16,0.034547434,224.6639965
한성필하우스3차,2004,13,25.68724125,27000,두정동 2035,36.8343075,127.1471229,168.6810577,59715,2063,7.16,0.034547434,224.6639965
한성필하우스3차,2004,14,18.12111125,21000,두정동 2035,36.8343075,127.1471229,168.6810577,59715,2063,7.16,0.034547434,224.6639965
한성필하우스3차,2004,11,37.549083,34500,두정동 2035,36.8343075,127.1471229,168.6810577,59715,2063,7.16,0.034547434,224.6639965
한성필하우스3차,2004,6,18.12111125,23250,두정동 2035,36.8343075,127.1471229,168.6810577,59715,2063,7.16,0.034547434,224.6639965
두정역코아루스위트,2014,23,30.24174175,35000,두정동 2056,36.8275272,127.1515987,736.6092174,51636,1535,11.93,0.029727322,327.9396377
두정역코아루스위트,2014,23,30.24174175,35000,두정동 2056,36.8275272,127.1515987,736.6092174,51636,1535,11.93,0.029727322,327.9396377
두정역코아루스위트,2014,13,25.66376725,33500,두정동 2056,36.8275272,127.1515987,736.6092174,51636,1535,11.93,0.029727322,327.9396377
두정역코아루스위트,2014,19,30.24174175,34000,두정동 2056,36.8275272,127.1515987,736.6092174,51636,1535,11.93,0.029727322,327.9396377
우성,1996,5,18.0577375,15750,두정동 1864,36.8381105,127.1327792,1513.364485,51636,1535,11.93,0.029727322,401.9317678
우성,1996,11,18.0577375,16500,두정동 1864,36.8381105,127.1327792,1513.364485,51636,1535,11.93,0.029727322,401.9317678
우성,1996,8,18.0577375,13800,두정동 1864,36.8381105,127.1327792,1513.364485,51636,1535,11.93,0.029727322,401.9317678
극동늘푸른,1996,2,18.122775,16000,두정동 526-1,36.8294826,127.1319981,1579.144961,59715,2063,7.16,0.034547434,273.1829472
극동늘푸른,1996,2,25.68225,18800,두정동 526-1,36.8294826,127.1319981,1579.144961,59715,2063,7.16,0.034547434,273.1829472
극동늘푸른,1996,20,25.68225,19000,두정동 526-1,36.8294826,127.1319981,1579.144961,59715,2063,7.16,0.034547434,273.1829472
극동늘푸른,1996,9,18.122775,16000,두정동 526-1,36.8294826,127.1319981,1579.144961,59715,2063,7.16,0.034547434,273.1829472
극동늘푸른,1996,16,18.122775,16700,두정동 526-1,36.8294826,127.1319981,1579.144961,59715,2063,7.16,0.034547434,273.1829472
극동늘푸른,1996,2,25.68225,20000,두정동 526-1,36.8294826,127.1319981,1579.144961,59715,2063,7.16,0.034547434,273.1829472
극동늘푸른,1996,14,18.122775,17300,두정동 526-1,36.8294826,127.1319981,1579.144961,59715,2063,7.16,0.034547434,273.1829472
극동늘푸른,1996,14,25.68225,20000,두정동 526-1,36.8294826,127.1319981,1579.144961,59715,2063,7.16,0.034547434,273.1829472
두정역효성해링턴플레이스,2020,26,25.691325,40000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,23,21.67715,33000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,3,21.67715,32500,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,4,21.67715,34500,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,13,21.5985,33000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,26,21.67715,33000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,5,18.1379,27400,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,4,18.10765,27000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,24,18.1379,29000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,23,21.60455,32000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,22,18.1258,28800,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,10,18.1258,28200,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,6,18.1258,25600,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,3,25.691325,38500,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,22,18.10765,31500,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,22,25.691325,41000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,20,18.1258,29000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,9,25.65805,38000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,27,18.10765,30000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,17,15.7058,24000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,9,25.65805,38000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,2,18.10765,27700,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,19,21.5985,32000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,7,21.67715,33000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,25,18.1258,26500,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,17,18.1379,26800,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,25,18.10765,32500,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,10,18.10765,29000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,19,18.10765,31300,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,19,18.10765,31300,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,12,18.1379,27000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,16,18.1258,27200,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,21,18.10765,29900,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,25,25.703425,39700,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,29,18.1258,28500,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,3,18.10765,29000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,19,15.7058,24000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,18,18.1258,29000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,21,18.1258,28400,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,26,18.10765,30000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,29,18.10765,35500,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
두정역효성해링턴플레이스,2020,7,21.67715,34000,두정동 2078,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
벨라지오,2014,9,8.702925,5550,두정동 1359,36.830522,127.1385845,987.8331214,59715,2063,7.16,0.034547434,565.2727068
벨라지오,2014,9,7.12085,4700,두정동 1359,36.830522,127.1385845,987.8331214,59715,2063,7.16,0.034547434,565.2727068
계룡리슈빌,2004,11,25.68179625,27400,두정동 1078,36.8383054,127.1370537,1168.073839,59715,2063,7.16,0.034547434,284.4573631
계룡리슈빌,2004,3,25.68179625,25500,두정동 1078,36.8383054,127.1370537,1168.073839,59715,2063,7.16,0.034547434,284.4573631
계룡리슈빌,2004,3,25.68179625,25500,두정동 1078,36.8383054,127.1370537,1168.073839,59715,2063,7.16,0.034547434,284.4573631
계룡리슈빌,2004,10,22.36875575,22500,두정동 1078,36.8383054,127.1370537,1168.073839,59715,2063,7.16,0.034547434,284.4573631
대우그린,1996,9,21.164715,18700,두정동 525-1,36.834493,127.1445968,391.2844655,59715,2063,7.16,0.034547434,294.9751997
대우그린,1996,20,21.164715,15900,두정동 525-1,36.834493,127.1445968,391.2844655,59715,2063,7.16,0.034547434,294.9751997
대우그린,1996,11,25.697375,20200,두정동 525-1,36.834493,127.1445968,391.2844655,59715,2063,7.16,0.034547434,294.9751997
대우그린,1996,4,10.164,10750,두정동 525-1,36.834493,127.1445968,391.2844655,59715,2063,7.16,0.034547434,294.9751997
대우그린,1996,23,25.697375,20500,두정동 525-1,36.834493,127.1445968,391.2844655,59715,2063,7.16,0.034547434,294.9751997
대우그린,1996,19,18.133665,15700,두정동 525-1,36.834493,127.1445968,391.2844655,59715,2063,7.16,0.034547434,294.9751997
대우그린,1996,3,10.164,11100,두정동 525-1,36.834493,127.1445968,391.2844655,59715,2063,7.16,0.034547434,294.9751997
대우그린,1996,18,18.133665,15600,두정동 525-1,36.834493,127.1445968,391.2844655,59715,2063,7.16,0.034547434,294.9751997
대우그린,1996,20,21.164715,16900,두정동 525-1,36.834493,127.1445968,391.2844655,59715,2063,7.16,0.034547434,294.9751997
대우그린,1996,7,18.133665,17000,두정동 525-1,36.834493,127.1445968,391.2844655,59715,2063,7.16,0.034547434,294.9751997
천안펜타폴리스2차,2013,6,5.478275,4620,두정동 1293,36.833342,127.1405513,745.1389959,59715,2063,7.16,0.034547434,413.994548
천안펜타폴리스2차,2013,5,5.889675,4630,두정동 1293,36.833342,127.1405513,745.1389959,59715,2063,7.16,0.034547434,413.994548
천안펜타폴리스2차,2013,3,5.889675,4000,두정동 1293,36.833342,127.1405513,745.1389959,59715,2063,7.16,0.034547434,413.994548
두정역이안더센트럴,2011,5,31.0071575,31000,두정동 2045,36.8297023,127.1510175,491.9847218,51636,1535,11.93,0.029727322,529.4818095
두정역이안더센트럴,2011,15,25.6898125,29800,두정동 2045,36.8297023,127.1510175,491.9847218,51636,1535,11.93,0.029727322,529.4818095
두정역이안더센트럴,2011,19,31.0071575,32800,두정동 2045,36.8297023,127.1510175,491.9847218,51636,1535,11.93,0.029727322,529.4818095
두정역이안더센트럴,2011,3,25.7049375,29500,두정동 2045,36.8297023,127.1510175,491.9847218,59715,2063,7.16,0.034547434,529.4818095
두정역이안더센트럴,2011,23,25.702215,36000,두정동 2045,36.8297023,127.1510175,491.9847218,59715,2063,7.16,0.034547434,529.4818095
두정역이안더센트럴,2011,3,25.6898125,27000,두정동 2045,36.8297023,127.1510175,491.9847218,62138.7,2221.4,5.729,0.035749058,529.4818095
주공그린(8단지),1996,6,18.140925,14700,두정동 527,36.8362044,127.1431109,581.3054272,59715,2063,7.16,0.034547434,113.5022855
주공그린(8단지),1996,4,12.096975,7000,두정동 527,36.8362044,127.1431109,581.3054272,59715,2063,7.16,0.034547434,113.5022855
주공그린(8단지),1996,6,18.140925,14200,두정동 527,36.8362044,127.1431109,581.3054272,59715,2063,7.16,0.034547434,113.5022855
주공그린(8단지),1996,11,18.140925,14000,두정동 527,36.8362044,127.1431109,581.3054272,59715,2063,7.16,0.034547434,113.5022855
한성필하우스1차,2002,4,25.67983,22000,두정동 1000,36.8363766,127.1348441,1283.973237,59715,2063,7.16,0.034547434,195.9011439
한성필하우스1차,2002,14,21.49053775,19500,두정동 1000,36.8363766,127.1348441,1283.973237,59715,2063,7.16,0.034547434,195.9011439
한성필하우스1차,2002,1,21.49053775,17500,두정동 1000,36.8363766,127.1348441,1283.973237,59715,2063,7.16,0.034547434,195.9011439
e편한세상두정4차,2018,7,18.94596825,25700,두정동 401-1,36.8371633,127.1567481,792.3524284,59715,2063,7.16,0.034547434,873.0838585
e편한세상두정4차,2018,15,18.94596825,25800,두정동 401-1,36.8371633,127.1567481,792.3524284,59715,2063,7.16,0.034547434,873.0838585
e편한세상두정4차,2018,20,18.94596825,26200,두정동 401-1,36.8371633,127.1567481,792.3524284,59715,2063,7.16,0.034547434,873.0838585
부경파크빌,2003,3,25.70055125,19000,두정동 606,36.8270185,127.1283334,1979.734388,59715,2063,7.16,0.034547434,509.2491678
부경파크빌,2003,2,25.40754975,20000,두정동 606,36.8270185,127.1283334,1979.734388,59715,2063,7.16,0.034547434,509.2491678
부경파크빌,2003,14,25.70056638,21500,두정동 606,36.8270185,127.1283334,1979.734388,59715,2063,7.16,0.034547434,509.2491678
세광엔리치빌2,2003,9,25.710443,23300,두정동 603,36.829659,127.128677,1858.004153,59715,2063,7.16,0.034547434,227.9052877
세광엔리치빌2,2003,6,25.710443,23300,두정동 603,36.829659,127.128677,1858.004153,59715,2063,7.16,0.034547434,227.9052877
세광엔리치빌2,2003,7,32.095734,27500,두정동 603,36.829659,127.128677,1858.004153,59715,2063,7.16,0.034547434,227.9052877
세광엔리치빌2,2003,13,25.710443,21000,두정동 603,36.829659,127.128677,1858.004153,59715,2063,7.16,0.034547434,227.9052877
세광엔리치빌2,2003,12,25.710443,20000,두정동 603,36.829659,127.128677,1858.004153,59715,2063,7.16,0.034547434,227.9052877
대주파크빌(101동),2005,6,25.58608525,19000,두정동 1896,36.8365018,127.1301279,1698.061814,59715,2063,7.16,0.034547434,568.9306789
프라지움2,2013,3,6.676417,5900,두정동 1320,36.8332423,127.1410498,701.7566692,59715,2063,7.16,0.034547434,457.5128023
프라지움2,2013,6,6.676417,5500,두정동 1320,36.8332423,127.1410498,701.7566692,59715,2063,7.16,0.034547434,457.5128023
프라지움2,2013,6,6.676417,9100,두정동 1320,36.8332423,127.1410498,701.7566692,59715,2063,7.16,0.034547434,457.5128023
프라지움2,2013,7,6.092955,4330,두정동 1320,36.8332423,127.1410498,701.7566692,59715,2063,7.16,0.034547434,457.5128023
e편한세상두정3차,2017,12,25.709112,39500,두정동 2063,36.8319575,127.1553718,610.582065,59715,2063,7.16,0.034547434,665.9109104
e편한세상두정3차,2017,1,25.709112,33500,두정동 2063,36.8319575,127.1553718,610.582065,59715,2063,7.16,0.034547434,665.9109104
우남1차,2003,3,25.6869085,24500,두정동 1596,36.8381918,127.1468332,522.9305604,59715,2063,7.16,0.034547434,208.0356676
세광엔리치빌3,2003,1,25.710443,20800,두정동 605,36.828172,127.1283674,1931.707961,59715,2063,7.16,0.034547434,387.6821888
세광엔리치빌3,2003,9,25.710443,21000,두정동 605,36.828172,127.1283674,1931.707961,59715,2063,7.16,0.034547434,387.6821888
두정3푸르지오,2003,11,22.0840125,23000,두정동 1593,36.8382342,127.1429032,727.5947212,59715,2063,7.16,0.034547434,116.1588751
두정3푸르지오,2003,7,25.68225,22500,두정동 1593,36.8382342,127.1429032,727.5947212,59715,2063,7.16,0.034547434,116.1588751
두정3푸르지오,2003,11,22.0840125,20500,두정동 1593,36.8382342,127.1429032,727.5947212,59715,2063,7.16,0.034547434,116.1588751
경남아너스빌(대아아이투빌-1),2004,13,18.0248255,18700,두정동 1080,36.8383201,127.1393622,987.358323,59715,2063,7.16,0.034547434,330.13856
경남아너스빌(대아아이투빌-1),2004,9,18.0248255,19700,두정동 1080,36.8383201,127.1393622,987.358323,59715,2063,7.16,0.034547434,330.13856
경남아너스빌(대아아이투빌-1),2004,12,18.0248255,20000,두정동 1080,36.8383201,127.1393622,987.358323,59715,2063,7.16,0.034547434,330.13856
이편한세상-천안두정2차,2013,17,25.608561,36000,두정동 2055,36.8378443,127.1295847,1777.511692,59715,2063,7.16,0.034547434,647.8534149
이편한세상-천안두정2차,2013,16,25.641836,37000,두정동 2055,36.8378443,127.1295847,1777.511692,59715,2063,7.16,0.034547434,647.8534149
이편한세상-천안두정2차,2013,5,25.67623025,32500,두정동 2055,36.8378443,127.1295847,1777.511692,59715,2063,7.16,0.034547434,647.8534149
서해그랑블,2004,13,32.09872875,26000,두정동 665,36.8281326,127.130137,1784.945086,59715,2063,7.16,0.034547434,361.7875219
두정4차푸르지오,2003,1,22.744975,21000,두정동 666,36.8296413,127.1302018,1727.362108,59715,2063,7.16,0.034547434,194.3861834
두정4차푸르지오,2003,7,25.68225,24500,두정동 666,36.8296413,127.1302018,1727.362108,59715,2063,7.16,0.034547434,194.3861834
천안레이크타운3차푸르지오,2020,4,18.14706575,37100,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,4,18.14295175,36700,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,23,18.14706575,37000,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,29,18.14295175,35000,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,35,25.70678275,49000,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,35,25.70678275,49000,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,31,25.70678275,46000,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,31,18.14706575,35900,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,21,25.70678275,46500,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,26,18.14706575,38200,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,7,25.70678275,46500,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,20,18.14295175,34500,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,13,18.14295175,33500,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,6,18.14706575,35900,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,3,25.70678275,48000,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,9,18.14295175,34000,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,31,25.70678275,51000,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,4,18.14706575,33400,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,21,18.14706575,36500,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,29,18.14706575,36800,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운3차푸르지오,2020,36,25.70678275,52900,성성동 969,36.8404782,127.1271011,2078.012769,59715,2063,7.16,0.034547434,786.0723509
천안레이크타운2차푸르지오,2018,12,19.04107425,32000,성성동 697,36.8404497,127.1335434,1554.719272,59715,2063,7.16,0.034547434,214.2039289
천안레이크타운2차푸르지오,2018,35,25.685275,43500,성성동 697,36.8404497,127.1335434,1554.719272,59715,2063,7.16,0.034547434,214.2039289
천안레이크타운2차푸르지오,2018,2,19.04107425,39100,성성동 697,36.8404497,127.1335434,1554.719272,59715,2063,7.16,0.034547434,214.2039289
천안레이크타운2차푸르지오,2018,17,25.685275,40000,성성동 697,36.8404497,127.1335434,1554.719272,59715,2063,7.16,0.034547434,214.2039289
천안레이크타운2차푸르지오,2018,19,25.685275,46500,성성동 697,36.8404497,127.1335434,1554.719272,59715,2063,7.16,0.034547434,214.2039289
천안레이크타운2차푸르지오,2018,32,25.684549,44000,성성동 697,36.8404497,127.1335434,1554.719272,59715,2063,7.16,0.034547434,214.2039289
천안레이크타운2차푸르지오,2018,27,22.62824025,36000,성성동 697,36.8404497,127.1335434,1554.719272,59715,2063,7.16,0.034547434,214.2039289
